,song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,Learn To Fly,Surfaces,0.569,0.536,1,-6.137,1,0.0819,0.554,0.0,0.0655,0.656,173.695,audio_features,518miTxc3a15X7HB8FgJUW,spotify:track:518miTxc3a15X7HB8FgJUW,https://api.spotify.com/v1/tracks/518miTxc3a15X7HB8FgJUW,https://api.spotify.com/v1/audio-analysis/518miTxc3a15X7HB8FgJUW,209833,4
1,Honeypie,JAWNY,0.742,0.678,5,-4.605,0,0.192,0.0698,0.0,0.151,0.927,115.05,audio_features,6JqYhSdTE4WbQrMXxPH5cD,spotify:track:6JqYhSdTE4WbQrMXxPH5cD,https://api.spotify.com/v1/tracks/6JqYhSdTE4WbQrMXxPH5cD,https://api.spotify.com/v1/audio-analysis/6JqYhSdTE4WbQrMXxPH5cD,135521,4
2,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,0.824,0.854,8,-5.312,1,0.177,0.016,4.95e-05,0.117,0.896,95.114,audio_features,0dZpw3h6KZhcHec61qwevZ,spotify:track:0dZpw3h6KZhcHec61qwevZ,https://api.spotify.com/v1/tracks/0dZpw3h6KZhcHec61qwevZ,https://api.spotify.com/v1/audio-analysis/0dZpw3h6KZhcHec61qwevZ,210329,4
3,In Your Eyes,The Weeknd,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,audio_features,7szuecWAPwGoV1e5vGu8tl,spotify:track:7szuecWAPwGoV1e5vGu8tl,https://api.spotify.com/v1/tracks/7szuecWAPwGoV1e5vGu8tl,https://api.spotify.com/v1/audio-analysis/7szuecWAPwGoV1e5vGu8tl,237520,4
4,Little Bit Of Love - Indian Summer Remix,JP Cooper,0.708,0.758,7,-4.453,1,0.0367,0.0133,1.04e-05,0.418,0.272,101.017,audio_features,7piFoJog4nNUCfnpOzFzSO,spotify:track:7piFoJog4nNUCfnpOzFzSO,https://api.spotify.com/v1/tracks/7piFoJog4nNUCfnpOzFzSO,https://api.spotify.com/v1/audio-analysis/7piFoJog4nNUCfnpOzFzSO,205200,4
5,Dance with Me (feat. Thomas Rhett & Young Thug),Diplo,0.73,0.792,6,-5.33,0,0.13,0.0264,0.0,0.101,0.745,99.039,audio_features,6wXgnhpmOPEJ7cUweSyy2B,spotify:track:6wXgnhpmOPEJ7cUweSyy2B,https://api.spotify.com/v1/tracks/6wXgnhpmOPEJ7cUweSyy2B,https://api.spotify.com/v1/audio-analysis/6wXgnhpmOPEJ7cUweSyy2B,170158,4
6,Wherever You Are,Kodaline,0.514,0.612,4,-5.981,1,0.0298,0.142,0.0,0.0868,0.342,125.99,audio_features,1b3nlcP6hogIzYRVK2Ui7K,spotify:track:1b3nlcP6hogIzYRVK2Ui7K,https://api.spotify.com/v1/tracks/1b3nlcP6hogIzYRVK2Ui7K,https://api.spotify.com/v1/audio-analysis/1b3nlcP6hogIzYRVK2Ui7K,185005,4
7,Rain On Me (with Ariana Grande),Lady Gaga,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,audio_features,24ySl2hOPGCDcxBxFIqWBu,spotify:track:24ySl2hOPGCDcxBxFIqWBu,https://api.spotify.com/v1/tracks/24ySl2hOPGCDcxBxFIqWBu,https://api.spotify.com/v1/audio-analysis/24ySl2hOPGCDcxBxFIqWBu,182200,4
8,Blinding Lights,The Weeknd,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040,4
9,Together,Sia,0.521,0.877,7,-5.444,1,0.0683,0.0132,0.0806,0.0929,0.199,180.007,audio_features,5id3Rqn7SPj1LX4FfY4nGz,spotify:track:5id3Rqn7SPj1LX4FfY4nGz,https://api.spotify.com/v1/tracks/5id3Rqn7SPj1LX4FfY4nGz,https://api.spotify.com/v1/audio-analysis/5id3Rqn7SPj1LX4FfY4nGz,205208,4
10,On Me (feat. Ava Max),Various Artists,0.548,0.721,8,-4.466,1,0.0472,0.0119,0.0,0.216,0.594,177.918,audio_features,7k6tAZp4m93oswrPqSfBbc,spotify:track:7k6tAZp4m93oswrPqSfBbc,https://api.spotify.com/v1/tracks/7k6tAZp4m93oswrPqSfBbc,https://api.spotify.com/v1/audio-analysis/7k6tAZp4m93oswrPqSfBbc,164683,4
11,Daisies,Katy Perry,0.639,0.546,1,-5.382,1,0.0407,0.0837,0.0,0.122,0.149,122.179,audio_features,4uqh9bualXNHXXwO2wPorc,spotify:track:4uqh9bualXNHXXwO2wPorc,https://api.spotify.com/v1/tracks/4uqh9bualXNHXXwO2wPorc,https://api.spotify.com/v1/audio-analysis/4uqh9bualXNHXXwO2wPorc,173124,4
12,Lose Somebody,Kygo,0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988,audio_features,7xbWAw3LMgRMn4omR5yVn3,spotify:track:7xbWAw3LMgRMn4omR5yVn3,https://api.spotify.com/v1/tracks/7xbWAw3LMgRMn4omR5yVn3,https://api.spotify.com/v1/audio-analysis/7xbWAw3LMgRMn4omR5yVn3,199549,4
13,Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,Lennon Stella,0.696,0.686,5,-6.113,0,0.0309,0.262,0.0,0.174,0.7,115.982,audio_features,49dFIRQCQxPWgoH0m38XQ5,spotify:track:49dFIRQCQxPWgoH0m38XQ5,https://api.spotify.com/v1/tracks/49dFIRQCQxPWgoH0m38XQ5,https://api.spotify.com/v1/audio-analysis/49dFIRQCQxPWgoH0m38XQ5,160289,4
14,Magic In The Hamptons (feat. Lil Yachty),Social House,0.769,0.479,1,-5.339,1,0.0385,0.66,0.0,0.0914,0.803,96.051,audio_features,2Yer0p7uB2lVBUAtANuuQp,spotify:track:2Yer0p7uB2lVBUAtANuuQp,https://api.spotify.com/v1/tracks/2Yer0p7uB2lVBUAtANuuQp,https://api.spotify.com/v1/audio-analysis/2Yer0p7uB2lVBUAtANuuQp,164640,4
15,MAMACITA,Black Eyed Peas,0.894,0.635,2,-6.929,1,0.0473,0.193,0.00105,0.0823,0.428,105.013,audio_features,14wf185UxfNbSy8dwt4r4q,spotify:track:14wf185UxfNbSy8dwt4r4q,https://api.spotify.com/v1/tracks/14wf185UxfNbSy8dwt4r4q,https://api.spotify.com/v1/audio-analysis/14wf185UxfNbSy8dwt4r4q,249143,4
16,Be Kind (with Halsey),Marshmello,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,audio_features,3Z8FwOEN59mRMxDCtb8N0A,spotify:track:3Z8FwOEN59mRMxDCtb8N0A,https://api.spotify.com/v1/tracks/3Z8FwOEN59mRMxDCtb8N0A,https://api.spotify.com/v1/audio-analysis/3Z8FwOEN59mRMxDCtb8N0A,172762,4
17,Salt,Ava Max,0.693,0.835,6,-3.242,1,0.0623,0.131,0.0,0.073,0.743,128.057,audio_features,7vgv8KZBSo0TPzyIWG9yzV,spotify:track:7vgv8KZBSo0TPzyIWG9yzV,https://api.spotify.com/v1/tracks/7vgv8KZBSo0TPzyIWG9yzV,https://api.spotify.com/v1/audio-analysis/7vgv8KZBSo0TPzyIWG9yzV,180283,4
18,Sunflower - Spider-Man: Into the Spider-Verse,Various Artists,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,audio_features,3KkXRkHbMCARz0aVfEt68P,spotify:track:3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,158040,4
19,Make You Mine,PUBLIC,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,audio_features,5iFwAOB2TFkPJk8sMlxP8g,spotify:track:5iFwAOB2TFkPJk8sMlxP8g,https://api.spotify.com/v1/tracks/5iFwAOB2TFkPJk8sMlxP8g,https://api.spotify.com/v1/audio-analysis/5iFwAOB2TFkPJk8sMlxP8g,232907,4
20,Freedom,Kygo,0.715,0.635,7,-6.591,1,0.0791,0.127,0.0,0.0862,0.39,112.887,audio_features,5Gj1wG8b12VQdEd3hUuSwo,spotify:track:5Gj1wG8b12VQdEd3hUuSwo,https://api.spotify.com/v1/tracks/5Gj1wG8b12VQdEd3hUuSwo,https://api.spotify.com/v1/audio-analysis/5Gj1wG8b12VQdEd3hUuSwo,198635,4
21,Midnight (feat. Liam Payne),Alesso,0.587,0.648,11,-6.927,0,0.0439,0.0561,0.0,0.115,0.281,144.028,audio_features,4ZTTUAjJCd4NMZmIU7RB4c,spotify:track:4ZTTUAjJCd4NMZmIU7RB4c,https://api.spotify.com/v1/tracks/4ZTTUAjJCd4NMZmIU7RB4c,https://api.spotify.com/v1/audio-analysis/4ZTTUAjJCd4NMZmIU7RB4c,220141,4
22,ily (i love you baby) (feat. Emilee),Surf Mesa,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,audio_features,62aP9fBQKYKxi7PDXwcUAS,spotify:track:62aP9fBQKYKxi7PDXwcUAS,https://api.spotify.com/v1/tracks/62aP9fBQKYKxi7PDXwcUAS,https://api.spotify.com/v1/audio-analysis/62aP9fBQKYKxi7PDXwcUAS,176547,4
23,Breaking Me,Topic,0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031,audio_features,3H7ihDc1dqLriiWXwsc2po,spotify:track:3H7ihDc1dqLriiWXwsc2po,https://api.spotify.com/v1/tracks/3H7ihDc1dqLriiWXwsc2po,https://api.spotify.com/v1/audio-analysis/3H7ihDc1dqLriiWXwsc2po,166794,4
24,Let's Fall in Love for the Night,FINNEAS,0.737,0.408,5,-7.941,1,0.104,0.802,0.0,0.171,0.374,127.921,audio_features,7kQkmyoHCEqwe7QwDbkSXM,spotify:track:7kQkmyoHCEqwe7QwDbkSXM,https://api.spotify.com/v1/tracks/7kQkmyoHCEqwe7QwDbkSXM,https://api.spotify.com/v1/audio-analysis/7kQkmyoHCEqwe7QwDbkSXM,190348,4
25,Joy,Bastille,0.559,0.915,9,-4.811,1,0.132,0.222,0.0,0.113,0.361,117.914,audio_features,3QpkbrYXtlU3LRJu3sTK6V,spotify:track:3QpkbrYXtlU3LRJu3sTK6V,https://api.spotify.com/v1/tracks/3QpkbrYXtlU3LRJu3sTK6V,https://api.spotify.com/v1/audio-analysis/3QpkbrYXtlU3LRJu3sTK6V,192523,4
26,Better Days,OneRepublic,0.626,0.726,5,-5.015,1,0.0376,0.235,0.0,0.304,0.257,89.132,audio_features,2K0r5GD5zYlEMx2M7ZMcqG,spotify:track:2K0r5GD5zYlEMx2M7ZMcqG,https://api.spotify.com/v1/tracks/2K0r5GD5zYlEMx2M7ZMcqG,https://api.spotify.com/v1/audio-analysis/2K0r5GD5zYlEMx2M7ZMcqG,144530,4
27,I Love You's,Hailee Steinfeld,0.682,0.783,8,-4.997,1,0.18,0.0262,0.0,0.206,0.323,106.899,audio_features,28Tv8zltFDr5wBCG3Pfky4,spotify:track:28Tv8zltFDr5wBCG3Pfky4,https://api.spotify.com/v1/tracks/28Tv8zltFDr5wBCG3Pfky4,https://api.spotify.com/v1/audio-analysis/28Tv8zltFDr5wBCG3Pfky4,216084,4
28,Good Example (with Andy Grammer),R3HAB,0.456,0.496,1,-6.986,1,0.0743,0.427,0.0,0.134,0.45,90.552,audio_features,5SspaMrPfWyRCS0GpjIxa6,spotify:track:5SspaMrPfWyRCS0GpjIxa6,https://api.spotify.com/v1/tracks/5SspaMrPfWyRCS0GpjIxa6,https://api.spotify.com/v1/audio-analysis/5SspaMrPfWyRCS0GpjIxa6,149053,4
29,Black And White,Niall Horan,0.443,0.582,2,-6.02,1,0.0482,0.0301,0.0,0.127,0.239,147.589,audio_features,7rpNuuoMbid56XkDsx2FjE,spotify:track:7rpNuuoMbid56XkDsx2FjE,https://api.spotify.com/v1/tracks/7rpNuuoMbid56XkDsx2FjE,https://api.spotify.com/v1/audio-analysis/7rpNuuoMbid56XkDsx2FjE,193090,4
30,Kings & Queens,Ava Max,0.638,0.688,1,-4.056,0,0.0407,0.00775,0.0,0.126,0.434,129.856,audio_features,76nqCfJOcFFWBJN32PAksn,spotify:track:76nqCfJOcFFWBJN32PAksn,https://api.spotify.com/v1/tracks/76nqCfJOcFFWBJN32PAksn,https://api.spotify.com/v1/audio-analysis/76nqCfJOcFFWBJN32PAksn,162399,4
31,Conversations in the Dark - John Legend vs. David Guetta,John Legend,0.572,0.742,8,-4.589,0,0.0347,0.245,0.0,0.108,0.376,127.19,audio_features,20d27F17AZOxTJOEHAVK2Y,spotify:track:20d27F17AZOxTJOEHAVK2Y,https://api.spotify.com/v1/tracks/20d27F17AZOxTJOEHAVK2Y,https://api.spotify.com/v1/audio-analysis/20d27F17AZOxTJOEHAVK2Y,210236,4
32,The Other Side (from Trolls World Tour),SZA,0.761,0.607,7,-6.274,1,0.0964,0.00277,0.0,0.132,0.71,105.979,audio_features,463PQggkmk5tTw8ug0ahOX,spotify:track:463PQggkmk5tTw8ug0ahOX,https://api.spotify.com/v1/tracks/463PQggkmk5tTw8ug0ahOX,https://api.spotify.com/v1/audio-analysis/463PQggkmk5tTw8ug0ahOX,188187,4
33,Take It Easy,Surfaces,0.765,0.689,6,-5.616,1,0.0456,0.236,7.39e-06,0.114,0.497,144.958,audio_features,5Pgq1Gfeth2CuUhyCXwlfC,spotify:track:5Pgq1Gfeth2CuUhyCXwlfC,https://api.spotify.com/v1/tracks/5Pgq1Gfeth2CuUhyCXwlfC,https://api.spotify.com/v1/audio-analysis/5Pgq1Gfeth2CuUhyCXwlfC,212850,4
34,Intentions (feat. Quavo),Justin Bieber,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,audio_features,4umIPjkehX1r7uhmGvXiSV,spotify:track:4umIPjkehX1r7uhmGvXiSV,https://api.spotify.com/v1/tracks/4umIPjkehX1r7uhmGvXiSV,https://api.spotify.com/v1/audio-analysis/4umIPjkehX1r7uhmGvXiSV,212867,4
35,Know Your Worth,Khalid,0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,audio_features,0TrPqhAMoaKUFLR7iYDokf,spotify:track:0TrPqhAMoaKUFLR7iYDokf,https://api.spotify.com/v1/tracks/0TrPqhAMoaKUFLR7iYDokf,https://api.spotify.com/v1/audio-analysis/0TrPqhAMoaKUFLR7iYDokf,181436,4
36,Tattoos Together,Lauv,0.862,0.4,4,-7.486,1,0.0736,0.00575,7.49e-06,0.123,0.596,122.963,audio_features,0ycFQvBTfuo1LCdG0HhszL,spotify:track:0ycFQvBTfuo1LCdG0HhszL,https://api.spotify.com/v1/tracks/0ycFQvBTfuo1LCdG0HhszL,https://api.spotify.com/v1/audio-analysis/0ycFQvBTfuo1LCdG0HhszL,186613,4
37,What A Man Gotta Do,Jonas Brothers,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,audio_features,4wNIkl5XGiAACjFBlDWuSd,spotify:track:4wNIkl5XGiAACjFBlDWuSd,https://api.spotify.com/v1/tracks/4wNIkl5XGiAACjFBlDWuSd,https://api.spotify.com/v1/audio-analysis/4wNIkl5XGiAACjFBlDWuSd,180645,4
38,Keep It Simple (feat. Wilder Woods),Matoma,0.629,0.82,1,-5.651,1,0.0543,0.0142,4.34e-05,0.039,0.329,113.95,audio_features,58fGC7ZRlPhW1J7kLx1goK,spotify:track:58fGC7ZRlPhW1J7kLx1goK,https://api.spotify.com/v1/tracks/58fGC7ZRlPhW1J7kLx1goK,https://api.spotify.com/v1/audio-analysis/58fGC7ZRlPhW1J7kLx1goK,191579,4
39,Watermelon Sugar,Harry Styles,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,1e9oZCCiX42nJl0AcqriVo,spotify:track:1e9oZCCiX42nJl0AcqriVo,https://api.spotify.com/v1/tracks/1e9oZCCiX42nJl0AcqriVo,https://api.spotify.com/v1/audio-analysis/1e9oZCCiX42nJl0AcqriVo,174000,4
40,Up All Night,Khalid,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989,audio_features,1mpD5Q8IM32I4bF6eCpU74,spotify:track:1mpD5Q8IM32I4bF6eCpU74,https://api.spotify.com/v1/tracks/1mpD5Q8IM32I4bF6eCpU74,https://api.spotify.com/v1/audio-analysis/1mpD5Q8IM32I4bF6eCpU74,157220,4
41,Faith (with Dolly Parton) [feat. Mr. Probz],Galantis,0.547,0.795,8,-3.721,1,0.0489,0.145,0.0,0.11,0.723,118.118,audio_features,35MKhw2YBKApmD7fAnPERC,spotify:track:35MKhw2YBKApmD7fAnPERC,https://api.spotify.com/v1/tracks/35MKhw2YBKApmD7fAnPERC,https://api.spotify.com/v1/audio-analysis/35MKhw2YBKApmD7fAnPERC,186805,4
42,Don't Start Now,Dua Lipa,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,audio_features,6WrI0LAC5M1Rw2MnX2ZvEg,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/tracks/6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/audio-analysis/6WrI0LAC5M1Rw2MnX2ZvEg,183290,4
43,Orphans,Coldplay,0.503,0.808,11,-5.051,0,0.045,0.0254,0.00162,0.557,0.283,107.975,audio_features,6muOWhMh7Tf0UFUtMDBhUR,spotify:track:6muOWhMh7Tf0UFUtMDBhUR,https://api.spotify.com/v1/tracks/6muOWhMh7Tf0UFUtMDBhUR,https://api.spotify.com/v1/audio-analysis/6muOWhMh7Tf0UFUtMDBhUR,197533,4
44,Body Back (feat. Maia Wright),Gryffin,0.686,0.83,8,-4.437,1,0.0369,0.0948,1.33e-06,0.182,0.486,123.032,audio_features,1z1XegUChLLQfcbtIK8ABn,spotify:track:1z1XegUChLLQfcbtIK8ABn,https://api.spotify.com/v1/tracks/1z1XegUChLLQfcbtIK8ABn,https://api.spotify.com/v1/audio-analysis/1z1XegUChLLQfcbtIK8ABn,214634,4
45,Lights Up,Harry Styles,0.585,0.62,3,-8.09,0,0.0327,0.0426,0.00224,0.15,0.281,101.939,audio_features,2plLJpUcYPFrl1sW2pMG63,spotify:track:2plLJpUcYPFrl1sW2pMG63,https://api.spotify.com/v1/tracks/2plLJpUcYPFrl1sW2pMG63,https://api.spotify.com/v1/audio-analysis/2plLJpUcYPFrl1sW2pMG63,172227,4
46,The Bones - with Hozier,Maren Morris,0.561,0.597,11,-6.0,0,0.0405,0.286,0.0,0.0979,0.355,76.826,audio_features,1yTTMcUhL7rtz08Dsgb7Qb,spotify:track:1yTTMcUhL7rtz08Dsgb7Qb,https://api.spotify.com/v1/tracks/1yTTMcUhL7rtz08Dsgb7Qb,https://api.spotify.com/v1/audio-analysis/1yTTMcUhL7rtz08Dsgb7Qb,197299,4
47,Nice To Meet Ya,Niall Horan,0.591,0.841,4,-4.351,0,0.0304,0.0119,0.0,0.395,0.392,109.034,audio_features,3cphb8kdsjElYR7r5icK3H,spotify:track:3cphb8kdsjElYR7r5icK3H,https://api.spotify.com/v1/tracks/3cphb8kdsjElYR7r5icK3H,https://api.spotify.com/v1/audio-analysis/3cphb8kdsjElYR7r5icK3H,158805,4
48,Sunday Best,Surfaces,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,audio_features,1Cv1YLb4q0RzL6pybtaMLo,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,https://api.spotify.com/v1/tracks/1Cv1YLb4q0RzL6pybtaMLo,https://api.spotify.com/v1/audio-analysis/1Cv1YLb4q0RzL6pybtaMLo,158571,4
49,"10,000 Hours (with Justin Bieber)",Dan + Shay,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,audio_features,2wrJq5XKLnmhRXHIAf9xBa,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,https://api.spotify.com/v1/tracks/2wrJq5XKLnmhRXHIAf9xBa,https://api.spotify.com/v1/audio-analysis/2wrJq5XKLnmhRXHIAf9xBa,167693,4
50,Something's Got To Give,Labrinth,0.511,0.747,0,-5.904,1,0.124,0.0393,6.63e-06,0.028,0.564,109.022,audio_features,56khZQKfmdTikYbbZLgxAY,spotify:track:56khZQKfmdTikYbbZLgxAY,https://api.spotify.com/v1/tracks/56khZQKfmdTikYbbZLgxAY,https://api.spotify.com/v1/audio-analysis/56khZQKfmdTikYbbZLgxAY,229285,4
51,Lonely,Diplo,0.738,0.717,1,-5.121,1,0.0573,0.062,0.0,0.205,0.5,98.047,audio_features,4fwo6czG5nvOQMzhOto1ya,spotify:track:4fwo6czG5nvOQMzhOto1ya,https://api.spotify.com/v1/tracks/4fwo6czG5nvOQMzhOto1ya,https://api.spotify.com/v1/audio-analysis/4fwo6czG5nvOQMzhOto1ya,139813,4
52,"You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"")",Bebe Rexha,0.394,0.718,7,-6.336,1,0.0607,0.706,0.0,0.116,0.247,151.912,audio_features,1i3z3GR1JtLswOSJNO0BQw,spotify:track:1i3z3GR1JtLswOSJNO0BQw,https://api.spotify.com/v1/tracks/1i3z3GR1JtLswOSJNO0BQw,https://api.spotify.com/v1/audio-analysis/1i3z3GR1JtLswOSJNO0BQw,158258,4
53,In Your Arms (with X Ambassadors),ILLENIUM,0.404,0.806,2,-4.75,1,0.0496,0.198,0.0,0.114,0.112,148.036,audio_features,70YPzqSEwJvAIQ6nMs1cjY,spotify:track:70YPzqSEwJvAIQ6nMs1cjY,https://api.spotify.com/v1/tracks/70YPzqSEwJvAIQ6nMs1cjY,https://api.spotify.com/v1/audio-analysis/70YPzqSEwJvAIQ6nMs1cjY,220730,4
54,Memories,Maroon 5,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,audio_features,2b8fOow8UzyDFAE27YhOZM,spotify:track:2b8fOow8UzyDFAE27YhOZM,https://api.spotify.com/v1/tracks/2b8fOow8UzyDFAE27YhOZM,https://api.spotify.com/v1/audio-analysis/2b8fOow8UzyDFAE27YhOZM,189486,4
55,Graveyard,Halsey,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,audio_features,6V9fHiv84WlVTg7CSnIVY2,spotify:track:6V9fHiv84WlVTg7CSnIVY2,https://api.spotify.com/v1/tracks/6V9fHiv84WlVTg7CSnIVY2,https://api.spotify.com/v1/audio-analysis/6V9fHiv84WlVTg7CSnIVY2,181806,4
56,Catching Feelings (feat. Six60),Drax Project,0.397,0.524,3,-5.846,1,0.103,0.607,0.0,0.157,0.343,175.562,audio_features,02VHspkXhhH1QCInRWWIfr,spotify:track:02VHspkXhhH1QCInRWWIfr,https://api.spotify.com/v1/tracks/02VHspkXhhH1QCInRWWIfr,https://api.spotify.com/v1/audio-analysis/02VHspkXhhH1QCInRWWIfr,218854,4
57,Treehouse (feat. Shotty Horroh),James Arthur,0.691,0.733,6,-5.02,1,0.0368,0.184,0.0,0.341,0.797,153.976,audio_features,6S1IgeHxxOT9qVWnmsdGxe,spotify:track:6S1IgeHxxOT9qVWnmsdGxe,https://api.spotify.com/v1/tracks/6S1IgeHxxOT9qVWnmsdGxe,https://api.spotify.com/v1/audio-analysis/6S1IgeHxxOT9qVWnmsdGxe,219933,4
58,Circles,Post Malone,0.704,0.758,0,-3.537,1,0.0402,0.233,0.00144,0.0924,0.534,120.003,audio_features,4VginDwYTP2eaHJzO0QMjG,spotify:track:4VginDwYTP2eaHJzO0QMjG,https://api.spotify.com/v1/tracks/4VginDwYTP2eaHJzO0QMjG,https://api.spotify.com/v1/audio-analysis/4VginDwYTP2eaHJzO0QMjG,214907,4
59,Time - Edit,NF,0.665,0.703,8,-3.885,1,0.07,0.128,0.0,0.115,0.257,97.968,audio_features,1gZFRYcPz3wKevEaNYRwfW,spotify:track:1gZFRYcPz3wKevEaNYRwfW,https://api.spotify.com/v1/tracks/1gZFRYcPz3wKevEaNYRwfW,https://api.spotify.com/v1/audio-analysis/1gZFRYcPz3wKevEaNYRwfW,230611,4
60,Castles,Freya Ridings,0.672,0.752,4,-4.866,1,0.0843,0.0046,0.00047,0.056,0.429,116.945,audio_features,5o8lxcSYAj8uXTiIHoyyA9,spotify:track:5o8lxcSYAj8uXTiIHoyyA9,https://api.spotify.com/v1/tracks/5o8lxcSYAj8uXTiIHoyyA9,https://api.spotify.com/v1/audio-analysis/5o8lxcSYAj8uXTiIHoyyA9,211838,4
61,Takeaway (feat. Lennon Stella),The Chainsmokers,0.294,0.505,3,-8.106,1,0.042,0.12,0.0,0.0977,0.357,85.332,audio_features,6wo37KVqFJhtuxPTpLCcfe,spotify:track:6wo37KVqFJhtuxPTpLCcfe,https://api.spotify.com/v1/tracks/6wo37KVqFJhtuxPTpLCcfe,https://api.spotify.com/v1/audio-analysis/6wo37KVqFJhtuxPTpLCcfe,209893,1
62,Ready,Alessia Cara,0.529,0.496,0,-6.668,0,0.151,0.214,0.0,0.212,0.588,74.619,audio_features,6l7lX8hJXVIUyPrTaabpqk,spotify:track:6l7lX8hJXVIUyPrTaabpqk,https://api.spotify.com/v1/tracks/6l7lX8hJXVIUyPrTaabpqk,https://api.spotify.com/v1/audio-analysis/6l7lX8hJXVIUyPrTaabpqk,178747,4
63,Never Seen the Rain,Tones And I,0.485,0.461,9,-5.646,1,0.0444,0.44,0.0,0.232,0.324,87.009,audio_features,2grAr8pWMuLWn8ZYEE9wDV,spotify:track:2grAr8pWMuLWn8ZYEE9wDV,https://api.spotify.com/v1/tracks/2grAr8pWMuLWn8ZYEE9wDV,https://api.spotify.com/v1/audio-analysis/2grAr8pWMuLWn8ZYEE9wDV,200756,4
64,I Found You,Andy Grammer,0.728,0.701,1,-6.58,1,0.0406,0.0945,2.08e-05,0.181,0.413,137.97,audio_features,7jaDLcrbilPxoH4mIcYyB3,spotify:track:7jaDLcrbilPxoH4mIcYyB3,https://api.spotify.com/v1/tracks/7jaDLcrbilPxoH4mIcYyB3,https://api.spotify.com/v1/audio-analysis/7jaDLcrbilPxoH4mIcYyB3,151734,4
65,Higher Love,Kygo,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,audio_features,6oJ6le65B3SEqPwMRNXWjY,spotify:track:6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/tracks/6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/audio-analysis/6oJ6le65B3SEqPwMRNXWjY,228267,4
66,Call You Mine,The Chainsmokers,0.591,0.702,7,-5.59,1,0.0289,0.225,0.0,0.414,0.501,104.003,audio_features,05CwHjIk71RXVU40boRMnR,spotify:track:05CwHjIk71RXVU40boRMnR,https://api.spotify.com/v1/tracks/05CwHjIk71RXVU40boRMnR,https://api.spotify.com/v1/audio-analysis/05CwHjIk71RXVU40boRMnR,217653,4
67,Never Really Over,Katy Perry,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,audio_features,5PYQUBXc7NYeI1obMKSJK0,spotify:track:5PYQUBXc7NYeI1obMKSJK0,https://api.spotify.com/v1/tracks/5PYQUBXc7NYeI1obMKSJK0,https://api.spotify.com/v1/audio-analysis/5PYQUBXc7NYeI1obMKSJK0,223523,4
